NYSE,CMS,03.01.00,30.94,31,29.5,29.5,1618100,22.19
NYSE,CMU,03.01.00,5.56,5.63,5.5,5.56,40200,2.7
NYSE,CNA,03.01.00,39.13,39.13,37.37,37.81,53100,36.88
NYSE,CNH,03.01.00,13.31,13.31,12.88,13,54100,55.08
NYSE,CNI,03.01.00,26.55,26.55,25.31,25.62,545600,7.13
NYSE,CNL,03.01.00,31.6,31.6,30.31,30.37,33600,9.72
NYSE,CNP,03.01.00,22.37,22.43,21.76,21.88,682300,12.62
NYSE,CNW,03.01.00,33.64,33.64,31.21,31.71,505300,28.23
NYSE,CNX,03.01.00,10.01,10.31,9.83,9.95,290200,3.83
NYSE,COF,03.01.00,48.09,48.15,45.09,46.16,886900,42.54
NYSE,COG,03.01.00,16.02,16.02,14.59,14.77,326800,4.69
NYSE,COO,03.01.00,30.35,30.35,28.85,29.48,71200,14.49
NYSE,COP,03.01.00,46.5,46.63,45.25,45.31,1419600,17.32
NYSE,COT,03.01.00,5.25,5.56,5.25,5.56,214200,5.56
NYSE,COY,03.01.00,9.41,9.48,9.29,9.41,80200,2.94
NYSE,CP,03.01.00,21.69,21.81,20.81,20.87,184200,17.13
NYSE,CPB,03.01.00,39.38,39.38,36.71,37.02,982600,28.52
NYSE,CPE,03.01.00,14.56,14.56,13.75,13.94,30500,13.94
NYSE,CPF,03.01.00,28.5,29.12,28.5,29.12,2200,11.5
NYSE,CPK,03.01.00,18.25,18.44,18.19,18.44,5000,11.75
NYSE,CPO,03.01.00,32.75,33,31.5,31.62,71400,13.79
NYSE,CPT,03.01.00,27,27,26.25,26.81,51000,14.6
NYSE,CPY,03.01.00,22.37,22.37,22,22.18,21300,14.73
NYSE,CQB,03.01.00,5,5.12,4.75,4.81,372700,65.52
NYSE,CR,03.01.00,19.84,19.96,19.15,19.15,250800,15.82
NYSE,CRA,03.01.00,162.5,186.5,146,186.5,1831000,93.25
NYSE,CRH,03.01.00,23,23,22,22.25,16600,16.51
NYSE,CRK,03.01.00,2.94,3,2.69,2.69,64700,2.69
NYSE,CRN,03.01.00,8.38,8.38,7.69,7.75,84900,7.75
NYSE,CRR,03.01.00,21.81,22.12,20.25,20.25,10800,12.09
NYSE,CRS,03.01.00,27.69,27.81,26.94,27,84600,10.47
NYSE,CRT,03.01.00,9.88,10,9.88,10,4500,3.86
NYSE,CRY,03.01.00,11.75,12,11.5,11.62,17600,7.75
NYSE,CS,03.01.00,49.5,49.75,49.5,49.5,2000,40.47
NYSE,CSC,03.01.00,94.37,94.44,89,93.25,1187100,93.25
NYSE,CSH,03.01.00,9.74,10.05,9.55,9.55,134100,8.98
NYSE,CSL,03.01.00,35.56,35.68,34,34.31,148600,14.4
NYSE,CSP,03.01.00,11.19,11.19,11.06,11.06,13700,4.51
NYSE,CSS,03.01.00,21.25,21.25,21,21.19,2400,12.5
NYSE,CSU,03.01.00,5.12,5.25,5.06,5.25,29100,5.25
NYSE,CSV,03.01.00,5.81,5.81,5.5,5.62,49600,5.62
NYSE,CSX,03.01.00,31.37,31.94,30.25,30.94,1020600,12.87
NYSE,CT,03.01.00,4.88,4.88,4.5,4.56,11000,7.71
NYSE,CTB,03.01.00,15.1,15.78,15.1,15.16,208300,11.13
NYSE,CTL,03.01.00,47.06,47.25,44.69,45.19,298800,37.38
NYSE,CTS,03.01.00,76.12,76.62,73.5,74.75,303300,67.14
NYSE,CTV,03.01.00,40.44,41,39.13,39.25,703300,39.25
NYSE,CUB,03.01.00,21.82,21.82,20.83,20.83,6900,6.37
NYSE,CUZ,03.01.00,33.39,33.58,33.02,33.21,37000,8.75
NYSE,CVA,03.01.00,5.5,5.5,4.94,5.31,18600,5.31
NYSE,CVC,03.01.00,75.37,77.75,74.69,77.56,777800,63.72
NYSE,CVD,03.01.00,11.06,11.25,10.5,10.69,242400,10.69
NYSE,CVG,03.01.00,30.5,30.56,28.5,29.19,447000,29.19
NYSE,CVH,03.01.00,7.13,7.13,6.88,7.13,68700,3.17
NYSE,CVO,03.01.00,13.37,13.37,12.06,12.13,84600,12.13
NYSE,CVS,03.01.00,39.94,40.12,36.88,37.75,6503000,17.58
NYSE,CVX,03.01.00,85.87,85.87,82.56,83.62,4387600,29.83
NYSE,CW,03.01.00,36.81,36.88,36.75,36.75,6400,8.41
NYSE,CWF,03.01.00,10.15,10.33,10.08,10.08,43700,3.26
NYSE,CWT,03.01.00,30.25,30.25,28,28.06,22300,19.23
NYSE,CX,03.01.00,28.44,28.75,27.19,27.38,498800,9.74
NYSE,CXE,03.01.00,6.5,6.5,6.44,6.44,35000,3.1
NYSE,CXH,03.01.00,8.73,8.73,8.42,8.42,35800,4.45
NYSE,CXW,03.01.00,5.25,5.25,4.88,5,2500000,6.44
NYSE,CY,03.01.00,32.87,33,29.87,32.81,1217100,5.21
NYSE,CYD,03.01.00,1.25,1.25,1.12,1.25,63900,0.8
NYSE,CYE,03.01.00,9.82,10.01,9.7,9.94,193000,3.04
NYSE,CYN,03.01.00,32.88,32.88,31.14,31.33,234800,25.33
NYSE,CYT,03.01.00,23.12,23.12,22.4,,,
